"review_id";"order_id";"review_score";"review_comment_title";"review_comment_message";"review_creation_date";"review_answer_timestamp"
"0001239bc1de2e33cb583967c2ca4c67";"fc046d7776171871436844218f817d7d";5;"";"";"2018-03-20 01:00:00";"2018-03-20 19:36:04"
"0001cc6860aeaf5b9017fe4131a52e62";"d4665434b01caa9dc3e3e78b3eb3593e";5;"";"";"2018-06-22 02:00:00";"2018-06-26 15:51:29"
